nr_classes,nr_instances,log_nr_instances,nr_features,log_nr_features,dataset_ratio,skew_min,skew_std,skew_mean,skew_q1,skew_q3,skew_max,kurtosis_min,kurtosis_std,kurtosis_mean,kurtosis_q1,kurtosis_q3,kurtosis_max,rho_min,rho_max,rho_mean,rho_std,class_entropy,prob_min,prob_mean,prob_std,prob_max,norm_entropy_min,norm_entropy_mean,norm_entropy_std,norm_entropy_max,mi_min,mi_mean,mi_std,mi_max,equiv_nr_feat,noise_signal_ratio,Landmarker_1NN,Landmarker_dt,Landmarker_gnb,Landmarker_lda,dataset
2,40768,10.615652738931836,6,1.791759469228055,0.00014717425431711145,0.00040607171050529916,0.0034152510455034797,0.004236801424954381,0.002704626402847866,0.004462719605402174,0.010550444473875919,-1.5036890702254975,0.0025497087059466825,-1.5005521048143842,-1.5013957253575188,-1.5008729255855289,-1.4958915360231482,0.0015775436484370894,0.013876316728482262,0.004409773766811892,0.0034772548865331663,0.9999977500599351,0.4991169544740973,0.5,0.0008830455259026815,0.5008830455259027,0.10348742743468525,0.1034889427536561,7.925469477454299e-07,0.10348966509508548,9.42792698782613e-06,0.0029701335754101776,0.004671340389768121,0.01208860100670947,336.68443680073705,33.843194801218395,0.5127796781437215,0.5746173452501562,0.5767023138730566,0.5761379569393205,2dplanes.csv
2,4177,8.337348564497175,3,1.0986122886681098,0.0007182188173330142,0.5918521514155013,0.014537336861856265,0.6063894882773575,0.5991208198464294,0.6136581567082857,0.6209268251392138,0.08401174900220454,0.22395718859999003,0.30796893760219457,0.19599034330219955,0.4199475319021896,0.5319261262021846,0.907656320696575,0.907656320696575,0.907656320696575,0.0,0.9999906975135882,0.4982044529566675,0.5,0.0017955470433325127,0.5017955470433325,0.20199333911317885,0.20381818985011407,0.001824850736935238,0.20564304058704932,0.1529692546518228,0.17182974653988065,0.01886049188805787,0.19069023842793853,5.8196599695355795,0.18616359480463474,0.6861341548770554,0.6830177962892844,0.7414426353653918,0.7577140201714225,abalone.csv
2,48842,10.79634587742716,10,2.302585092994046,0.00020474182056426845,0.01632824007311234,3.4443933009747907,2.5697184481500908,0.3580150702314606,3.3790996113958807,11.894658996592973,-1.4876750889892654,45.1110613296696,18.886218007489102,-0.6996357792566822,10.817184851514526,152.6930962983247,0.0007048454702153102,0.5797968852312647,0.09486517688625354,0.10624769003316865,0.7938438393644256,0.23928176569346055,0.5,0.26071823430653945,0.7607182343065395,0.012135916372389411,0.08569192025989578,0.05637021431533045,0.1797230171788148,0.004142305042198773,0.044234492472906645,0.03884674493372172,0.114662611504088,17.94626308532081,0.9372194744266943,0.8118221594628963,0.8406902785357238,0.7959951991630599,0.7852258036393145,adult.csv
2,8145,9.005159521036145,17,2.833213344056216,0.002087170042971148,0.06091970843030406,1.8925761996968098,1.6700876790294243,0.5509199816526726,1.8356485211993485,6.9564636340574655,-1.9946474323963566,14.106220491280194,5.424311641006779,-1.3189043572999313,2.3795636642368825,51.33599486809499,0.0037268829775540763,0.8975236839921272,0.1957599035169449,0.15185611929377424,0.9989480654443033,0.4809085328422345,0.5,0.019091467157765524,0.5190914671577656,0.01329924661800533,0.10867795458506029,0.06031791235607137,0.22383055584817887,0.005091930804734801,0.13463476200443383,0.09126166090494581,0.3335003419898396,7.4196890206661905,-0.19279424595052747,0.9938617144752115,0.9939844138617145,0.7875980163096729,0.9429075533983509,agaricus_lepiota.csv
3,3772,8.235360643753348,23,3.1354942159291497,0.006097560975609756,0.06635623324007957,12.161330257999603,6.772092555863971,1.5300390265043524,6.91942675479042,61.41661013113638,-1.8482544283203384,764.6204626903537,192.21753753459816,1.3589899880251495,46.69640376675198,3772.0000000000005,0.00015043692970718713,0.9971181474257345,0.10085577545496438,0.17326754128952793,0.27509702808263065,0.003711558854718982,0.3333333333333333,0.4410902761896511,0.9567868504772005,0.0002972989112346854,0.07223736106322302,0.08477440410051268,0.25993893305351107,1.171278553926524e-05,0.010952843302118197,0.020991441940640093,0.0793257177440784,25.116494456688606,5.595306722707598,0.9538700124907022,0.9679220524048111,0.2730537661572144,0.9634155754845409,allbp.csv
4,3771,8.235095497258357,23,3.1354942159291497,0.006099177936886768,0.06663500034778373,12.158950574130891,6.910821535959049,1.5301781978856357,8.034227383697658,61.40846847137611,-1.848453743623724,763.9977440727365,194.49702093957666,1.3608265597346287,62.6327786636881,3771.0,0.00016735876328856074,0.9971180604294343,0.10068685076013095,0.17303215524198132,0.2040465594496116,0.0026518164942985947,0.25,0.417614262252564,0.9732166534075842,0.000297378784940453,0.0722214733499869,0.08475372346875418,0.2599546740545044,7.200266725010743e-06,0.01083204322884805,0.017466511731743007,0.05910927011505821,18.83731029674918,5.667391536773565,0.9758697879387535,0.9729548229548228,0.20763055590641794,0.9514687100893997,allhyper.csv
4,841,6.734591659972948,66,4.189654742026425,0.07847800237812129,0.23970823155543436,0.5528753250974081,1.0695500220837981,0.7070351586093244,1.3082970918222296,2.557356919330302,-0.9189307161139344,2.836963764320235,1.997822100855529,0.35532616550283214,2.2770414129006338,18.03680864224478,1.9973390750706135e-05,0.7064584203986464,0.15407307758643154,0.12210780721336505,1.787416049226166,0.06539833531510107,0.25,0.125047620513428,0.3769322235434007,0.12473865736153798,0.24938029881007023,0.037831628710914625,0.30927431565672336,0.027051629389650715,0.17565921346730057,0.10885178972997718,0.5176043029497558,10.175475649382308,0.4196824287642222,0.9964285714285716,0.9417787114845938,0.983361344537815,0.9964285714285716,analcatdata_authorship.csv
2,4052,8.306965865368573,3,1.0986122886681098,0.0007403751233958539,0.1706355241112803,0.5715319841957861,0.7421675083070663,0.45640151620917335,1.0279335004049595,1.3136994925028525,-1.1050518832301468,0.41536129587122605,-0.6896905873589207,-0.8973712352945338,-0.4820099394233077,-0.2743292914876947,0.09576637914247199,0.09576637914247199,0.09576637914247199,0.0,0.794432350758128,0.23963474827245804,0.5,0.260365251727542,0.760365251727542,0.06426713898165896,0.16889163048704933,0.10462449150539037,0.2735161219924397,0.004236488788782938,0.2322865747064271,0.22805008591764414,0.46033666062407125,3.4200528022859813,-0.2729169531192183,0.9883993188590889,0.9930906768837804,0.9644639056133307,0.9624892051328832,analcatdata_supreme.csv
3,7200,8.881836305004146,17,2.833213344056216,0.002361111111111111,1.2479458037157296,18.908434072734607,10.518664388807737,3.487680050511499,8.72727986922307,84.85281374234984,4.89541741936295,1682.670539962771,473.6876557626934,15.517554525700898,74.18602106746091,7199.999999994595,0.0010712982673224737,0.7875102379623589,0.05950359236673369,0.11439988360943612,0.44760115106433096,0.023055555555555555,0.3333333333333333,0.4191172994515837,0.9258333333333333,0.00015452520987156384,0.03590011771312972,0.04154336057911075,0.13977059474430115,1.0703695793716408e-05,0.014681342338443096,0.026044993964621753,0.08607167045982712,30.487753826997636,1.445288508743867,0.9522222222222222,0.9818055555555555,0.09680555555555555,0.9372222222222224,ann_thyroid.csv
2,8192,9.010913347279288,28,3.332204510175204,0.00341796875,0.0006165412471195618,0.8642967579433923,0.5938714557832797,0.006468439466150096,1.212197120145109,2.2344171961991743,-1.3085128593906838,3.26150521564414,0.7943071754184649,-1.1977594037850898,1.9994254207857842,8.890360069027246,1.2394636679664438e-06,0.4372114392431122,0.013895010924008093,0.042379302256214856,0.8936632139657559,0.3104248046875,0.5,0.1895751953125,0.6895751953125,0.08454442992594334,0.21167765279464168,0.05717920999556755,0.25550367823031783,0.0002351272197351345,0.007566302273720309,0.01952236870929773,0.09252625855380237,118.11095851532068,26.976367469464176,0.7354708299830252,0.7387731915780696,0.8018785550492866,0.8117665803031656,bank32nh.csv
2,8192,9.010913347279288,4,1.3862943611198906,0.00048828125,0.009286452792754599,0.9200835888711351,0.8344383595342996,0.19249743500350475,1.247014312905072,2.1183202085958888,-1.3787836157496711,3.7297382381204773,1.6113984696846597,-1.01767098915836,3.1064895124018252,6.869537387370699,0.015721982823931235,0.02323533618253494,0.019412860943186807,0.0030687248192392976,0.9730662661337471,0.4036865234375,0.5,0.0963134765625,0.5963134765625,0.11913829322513245,0.16974217215917356,0.04912332600859496,0.2362640984631854,0.00020225323439243548,0.06988537684244885,0.09547865346713312,0.20488909025582291,13.923746427345588,1.428865376827603,0.7155759552101016,0.7074006075225588,0.798219869561333,0.7982204651716847,bank8FM.csv
2,39365,10.580632375618567,10,2.302585092994046,0.00025403277022735933,0.6011028536985706,0.781606027091659,1.471248783716484,1.0989271557799172,1.5077241035513491,3.520175082956194,-0.7343044585534786,3.882574200242353,1.6369566573138261,0.03949048195839433,0.9233594367965234,12.39534473248674,0.2663615557165585,0.8411879944298756,0.525237231733781,0.14216435541739758,0.9286764522585862,0.34408738727295823,0.5,0.1559126127270418,0.6559126127270418,0.0565984348139648,0.13226440246126536,0.031952845229394566,0.17988790859830492,0.10653838652849314,0.3130705486832826,0.09115989690221749,0.4375145814763265,2.9663488187069316,-0.5775252478473455,0.9783055881660545,0.9758670735837407,0.9550108634261985,0.9736313463988717,BNG_breast-w.csv
4,1728,7.454719949364001,20,2.995732273553991,0.011574074074074073,0.7077212707614662,0.3160950845439716,0.9960096017904487,0.7077212707614664,1.1557039956531252,1.993660642424522,-1.5008690614136733,1.1002891142362752,-0.8264567897530973,-1.5008690614136733,-0.6651194294702782,3.6298800523638954,7.228014483236752e-20,0.5000000000000123,0.08097284063579548,0.15404304947614178,1.2057409700121753,0.03761574074074074,0.25,0.2705162827472604,0.7002314814814815,0.07543343659298482,0.08014688424846367,0.004968410074431255,0.08538404831010682,9.413040683538959e-05,0.03150734330281049,0.0450528439492091,0.15195544548183904,38.2685699147672,1.5437525302653643,0.7737296679661245,0.9386308643634897,0.7100618362683156,0.8894441457185105,car-evaluation.csv
2,3196,8.069655306886165,35,3.5553480614894135,0.01095118898623279,0.08899068757039467,9.72822629471753,4.592977590721808,0.6305968479220797,4.052940493805789,56.53317610041028,-1.993328439007375,532.0015832310152,113.90803812352173,-1.4264230232657265,14.454119813411571,3195.9999999999995,4.5388207174685805e-06,0.6732873008409225,0.08192767385675373,0.1006739984561279,0.9985755386554581,0.47778473091364204,0.5,0.02221526908635796,0.522215269086358,0.00035165883648574577,0.05146882666608241,0.029281832311405916,0.08552205500348642,8.182782229582131e-10,0.01405558313788472,0.027359232749614357,0.13742812856188646,71.04476056663543,2.661806569046281,0.8936157915360502,0.9790360501567399,0.6242104231974921,0.9396248040752351,chess.csv
2,5000,8.517193191416238,19,2.9444389791664403,0.0038,0.0,0.8071512756080217,0.6003584627693108,0.011729917120668797,1.1056967942594067,2.7712662038777256,-1.1999999999999222,1.5569775530697172,0.6379157395794788,0.0150614300120826,0.6556525779976365,5.682189088541709,0.00012433024609767227,0.9999999509832012,0.047179906677393954,0.16765815395335126,0.5878935751446988,0.1414,0.5,0.35860000000000003,0.8586,0.03675545315232297,0.17834449034470368,0.054935890108772596,0.27034552830322406,5.33503696380222e-05,0.010907526626653945,0.01607521913614238,0.04886752161399682,53.89797295640839,15.350589501096973,0.8074000000000001,0.9208000000000001,0.8720000000000001,0.8573999999999999,churn.csv
2,6598,8.794521851788527,167,5.117993812416755,0.02531070021218551,0.0016152588225415083,1.1199741149396099,0.7585680781209343,0.17518947804651952,0.674175364259225,6.318252943829836,-1.622866479926002,7.022686623501853,1.7117378272958261,-1.022479470389103,1.1236931600345739,51.136196401142676,4.363092680219476e-06,0.9858301877340406,0.267110795443705,0.22600698097388514,0.620098559013088,0.1541376174598363,0.5,0.34586238254016366,0.8458623825401637,0.023281336119938188,0.18934101361522196,0.03940426486715811,0.24264038222865034,0.001671223198651779,0.02808743745165541,0.014437239844068502,0.07883647497515517,22.07743444308198,5.741128091201593,0.954078033751782,0.9696866234423137,0.8373729709845037,0.9443755460523292,clean2.csv
2,9822,9.19238004659919,84,4.430816798843313,0.00855222968845449,0.0028557990459813125,8.991786436972443,6.631216231992823,0.6390880486323525,10.419821518924309,39.36101539186275,-1.9614458864125515,327.78932056985366,142.31570849482313,0.4211252124832132,122.50173608547803,1825.5529905621108,2.807951863499414e-06,0.9996249771214187,0.06809899362313773,0.12874301026689358,0.32610165528193497,0.059661983302789656,0.5,0.4403380166972104,0.9403380166972104,0.0007969234865018717,0.10289512737624407,0.08963668160094228,0.24609719168976155,1.0366298942581344e-05,0.001770832481721892,0.0022067919679102485,0.013257259569440986,184.1516115430895,57.10551163834122,0.8997147018665583,0.8977819468645176,0.14426503098499335,0.9363670172981416,coil2000.csv
3,67557,11.120726964962449,41,3.713572066704308,0.0006068949183652324,0.11496645183845872,8.514293897216536,6.7064580583346745,1.3527066453613572,7.46799424900413,33.626310835061844,-1.5658641693728887,309.05743342106933,127.42144894600611,0.23792428487449602,57.12607635483826,1251.1832530543272,0.00036305181705766087,0.5609386797582604,0.07991804592086763,0.09910670531217808,1.2184443563726473,0.09546012996432642,0.3333333333333333,0.2378900548746909,0.6583033586452921,0.000917823191345799,0.04001874175315696,0.0329659902075868,0.09824115860210439,0.0001405009456546799,0.0035970382049370685,0.005207747960612846,0.018158847261636593,338.7354503770038,10.125470310053906,0.6861167900101628,0.7410778126765297,0.6057995502750194,0.659221090970923,connect_4.csv
2,8192,9.010913347279288,20,2.995732273553991,0.00244140625,0.7916644438525916,4.733687170151363,5.040701450918939,2.028621896239728,5.263225040523761,21.542019683244998,0.9031412644659524,142.0742680987238,72.24788961413658,4.347867554757212,44.32543401992771,618.075402999026,0.00016185953947664764,0.9393484703373879,0.26965074578029374,0.21813746478746276,0.8841664897438648,0.3023681640625,0.5,0.1976318359375,0.6976318359375,0.003638664216634708,0.07459600253437083,0.052706425002348234,0.1693111726948019,0.001718810035228321,0.07542625248002528,0.07400169758123017,0.26533558491565656,11.722264605125567,-0.011007439960964776,0.7591558712290419,0.9047833467345663,0.8995361684386076,0.916136275648471,cpu_act.csv
