nr_classes,nr_instances,log_nr_instances,nr_features,log_nr_features,dataset_ratio,skew_min,skew_std,skew_mean,skew_q1,skew_q3,skew_max,kurtosis_min,kurtosis_std,kurtosis_mean,kurtosis_q1,kurtosis_q3,kurtosis_max,rho_min,rho_max,rho_mean,rho_std,class_entropy,prob_min,prob_mean,prob_std,prob_max,norm_entropy_min,norm_entropy_mean,norm_entropy_std,norm_entropy_max,mi_min,mi_mean,mi_std,mi_max,equiv_nr_feat,noise_signal_ratio,Landmarker_1NN,Landmarker_dt,Landmarker_gnb,Landmarker_lda,dataset
2,48842,10.79634587742716,15,2.70805020110221,0.00030711273084640267,0.01632824007311234,2.9417309268336846,1.9796259961394036,0.43705258663715946,1.9433523381901971,11.894658996592973,-1.4876750889892654,37.728934520111004,13.17867016940687,-0.5212011804126009,5.504854039188331,152.6930962983247,0.0007048454702153102,0.5797968852312647,0.0800062541440181,0.09359838162253173,0.7938438393644256,0.23928176569346055,0.5,0.26071823430653945,0.7607182343065395,0.012135916372389411,0.10602368253021785,0.0566126364102588,0.18091726398544933,0.00015580823212682255,0.041867530758158404,0.03479259761780245,0.114662611504088,18.960846866034377,1.5323605335754802,0.7366814036517209,0.8151797400825037,0.7948077318036377,0.8153230233117643,adult
2,8145,9.005159521036145,22,3.091042453358316,0.0027010435850214854,0.06091970843030406,1.7510076914798525,1.379729427932498,0.30440603441296,1.6993834648407646,6.9564636340574655,-1.9946474323963566,12.708896643625144,3.9175618004016712,-1.3102468037635933,1.5987396150365072,51.33599486809499,0.0026468491811698987,0.8975236839921272,0.17116911563479953,0.15119393304709608,0.9989480654443033,0.4809085328422345,0.5,0.019091467157765524,0.5190914671577656,0.01329924661800533,0.11594103278450413,0.05805319031892145,0.22383055584817887,0.005091930804734801,0.14256963823477378,0.13986921788866133,0.6280967338155543,7.006737744535095,-0.18677613115928313,0.9996319018404908,1.0,0.9204406023424427,0.9441353009451168,agaricus-lepiota
3,3772,8.235360643753348,28,3.332204510175204,0.007423117709437964,0.06635623324007957,11.197842033873902,6.291004081352166,1.4544882097324174,7.922686469976327,61.41661013113638,-1.8482544283203384,695.9202193008703,163.43743308736026,0.9588680103297086,60.83929199824472,3772.0000000000005,0.00015043692970718713,0.9971181474257345,0.0835084379773167,0.14572846805505085,0.27509702808263065,0.003711558854718982,0.3333333333333333,0.4410902761896511,0.9567868504772005,0.0002972989112346854,0.07424440631349496,0.08671413283241335,0.26099564627633315,1.171278553926524e-05,0.009805843021755023,0.019246216678380883,0.0793257177440784,28.054398532824415,6.571445529851742,0.9602367619609,0.9687164049233017,0.3173304983649811,0.9647397302569715,allbp
4,3771,8.235095497258357,28,3.332204510175204,0.007425086184036065,0.06663500034778373,11.20175096088183,6.408891270942796,1.4542360422204714,8.259507565490798,61.40846847137611,-1.848453743623724,695.4277136867094,165.38290578607447,0.9584942837012265,66.2546039583031,3771.0,0.00016735876328856074,0.9971180604294343,0.0830476460582962,0.14558711266220856,0.2040465594496116,0.0026518164942985947,0.25,0.417614262252564,0.9732166534075842,0.000297378784940453,0.07422751040918261,0.08670275349482184,0.2610056857924456,7.200266725010743e-06,0.009315552636836413,0.016105005912573342,0.05910927011505821,21.903859857197517,6.968127421197256,0.9795812106156934,0.9809067688378035,0.26544917406986374,0.9477621994863373,allhyper
3,3770,8.234830280442056,28,3.332204510175204,0.007427055702917772,0.06684594478912047,11.236780611794149,6.1393712279442765,1.3140565464923242,7.920487963206676,61.40032573203507,-1.8485986786701218,695.6906702154723,162.67487744407998,0.9621790716319042,60.80444003607232,3770.000000000005,0.00018429079564873346,0.9971113507771656,0.0814781313079457,0.14574243153360056,0.4603275127096389,0.025198938992042442,0.3333333333333333,0.4173369711202752,0.923342175066313,0.00029745870136065235,0.07423889296036773,0.08670795580663741,0.2610067906353501,2.115819775923896e-05,0.010407330287903497,0.023149283068578344,0.10228588631881369,44.23108520392404,6.133327270938643,0.9363395225464191,0.9795755968169761,0.16259946949602125,0.940053050397878,allhypo
4,3772,8.235360643753348,28,3.332204510175204,0.007423117709437964,0.06635623324007957,11.195872215751871,6.325875350091527,1.4544882097324174,7.922686469976327,61.41661013113638,-1.8482544283203384,695.8592833733614,163.7632456478486,0.9588680103297086,60.83929199824472,3772.0000000000005,0.00015043692970718713,0.9971181474257345,0.08269638548871662,0.146817258697036,0.2599048887955414,0.009013785790031814,0.25,0.41403679174187036,0.9671261930010604,0.0002972989112346854,0.07424440631349496,0.08671413283241335,0.26099564627633315,8.862884172161373e-06,0.008851237716170338,0.01768334393009592,0.07135765334248631,29.36367738951591,7.388025346766787,0.9559962387548596,0.9830343985516399,0.590676883780332,0.9191451588003312,allrep
2,50,3.912023005428146,5,1.6094379124341003,0.1,0.0,1.116789999269975,0.8719998387229151,0.0,1.6636559022339794,2.6963432913805963,-2.085106382978723,3.6518695957974963,0.890909071853992,-1.3097074468085106,1.3448180326097798,7.814248603255924,0.0048783433835676475,0.7582076891064193,0.2891973050862999,0.2533159458125289,1.0,0.5,0.5,0.0,0.5,0.2545543049667803,0.33717438509106756,0.07447018584398911,0.41140808993222105,0.0,0.03776101369335007,0.056537620138166676,0.13503015012197483,26.482339910702816,7.929166675163859,0.34,0.72,0.6599999999999999,0.5599999999999999,analcatdata_aids
2,83,4.418840607796598,4,1.3862943611198906,0.04819277108433735,0.025082469040279304,0.13346032921222253,0.2359616228464566,0.1729128011257722,0.33528303625946676,0.37429559326798234,-1.9994124559341917,0.2990623922513692,-1.7506388724475581,-1.9296850467566555,-1.7023586602527292,-1.2403333647323864,0.22817363046384043,0.6013161262890978,0.4157055687010967,0.14743635555397086,0.9915017866855546,0.4457831325301205,0.5,0.054216867469879526,0.5542168674698795,0.15314576446379444,0.2854335452705377,0.15432539714730564,0.5019085688231366,0.10818589250430503,0.1522449815720234,0.03559629194824197,0.19536342137303347,6.512541670981117,0.8748305679652635,0.763888888888889,0.7430555555555556,0.7805555555555556,0.7916666666666666,analcatdata_asbestos
4,841,6.734591659972948,71,4.2626798770413155,0.08442330558858502,0.040708920607292226,0.6730659795896481,1.1097511735625638,0.7015234422512149,1.321989096886751,4.087186736805096,-0.9189307161139344,3.629195500925478,2.312959598711178,0.3585021545046714,2.3497669481618955,21.231717234335733,1.9973390750706135e-05,0.7064584203986464,0.1509974420664084,0.11861269584902379,1.787416049226166,0.06539833531510107,0.25,0.125047620513428,0.3769322235434007,0.11949176270262872,0.2460790816033676,0.0421614335330285,0.30927431565672336,0.027051629389650715,0.1722463790329901,0.10631915999231013,0.5176043029497558,10.377089255872397,0.42864589075765974,0.994047619047619,0.9381512605042017,0.9845518207282915,0.9988095238095237,analcatdata_authorship
2,50,3.912023005428146,7,1.9459101490553132,0.14,0.0,1.4697134521406439,1.6288033852521848,0.6109534244437058,2.0289423136056057,4.653761437921602,-2.085106382978723,8.78504470762679,5.566446086382833,0.16212461127236477,5.658888306125826,25.87974722829175,0.0040973100141488165,0.599377562356343,0.2060057403699235,0.18194456998275868,1.0,0.5,0.5,0.0,0.5,0.20040322094400817,0.43323896077413165,0.11806142896702426,0.588591910067779,0.05465736224490193,0.18166298274707385,0.13751992411658864,0.39951033528250957,5.5046987827579725,1.3848499800166914,0.82,0.8399999999999999,0.86,0.86,analcatdata_bankruptcy
